filename,label,fullpath,dataset
id0_0000.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0000.mp4,Celeb-DF-v2
id0_0001.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0001.mp4,Celeb-DF-v2
id0_0002.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0002.mp4,Celeb-DF-v2
id0_0003.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0003.mp4,Celeb-DF-v2
id0_0004.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0004.mp4,Celeb-DF-v2
id0_0005.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0005.mp4,Celeb-DF-v2
id0_0006.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0006.mp4,Celeb-DF-v2
id0_0007.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0007.mp4,Celeb-DF-v2
id0_0008.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0008.mp4,Celeb-DF-v2
id0_0009.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id0_0009.mp4,Celeb-DF-v2
id10_0000.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0000.mp4,Celeb-DF-v2
id10_0001.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0001.mp4,Celeb-DF-v2
id10_0002.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0002.mp4,Celeb-DF-v2
id10_0003.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0003.mp4,Celeb-DF-v2
id10_0004.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0004.mp4,Celeb-DF-v2
id10_0005.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0005.mp4,Celeb-DF-v2
id10_0006.mp4,REAL,../datasets/Celeb-DF-v2/Celeb-real/id10_0006.mp4,Celeb-DF-v2
